Artist,Song Title,verse,chorus,intro,outro,bridge 
Nikolas Asimos,Mpagasa,[verse] I leave behind the markets and the bazaars I want to run to the reeds and grasslands to become again a rider and sky come to take me again because I haven't been a trickster and I need your favor.,[chorus] Mpagasa! Do you enjoy it there above I seek for a breath to recover I don't believe that you make fun of me as I'm looking at you you don't notice it Recommend me any sollution it will not cost you much [verse] And I will create you songs with the most beautiful lines in the chorus. For my lost fight for which the stars remained alone crying  I leave behind the noise and the people I've had enough of wallops and I seek ways how to escape the fate and I have inside me a fl??d sky because I haven't been a trickster and you 'd want to flirt with me you light blue [chorus] Mpagasa! Do you enjoy it there above Take a look also on the ground when you sleep and and sail suddenly you sparkle and make thunders and whatever you think of you bring it down do not think that you 're agitating me. [outro] Because I create you songs with the most beautiful lines in the chorus. For my lost fight for which the stars remained alone crying,,,
Owsley (musician),I break down,[verse] I try to go on I try to be strong I try to be the one to stand tall I try to impress you try to make you think Nothing can hurt me I can take it all When the sky turns grey and the clouds bring thunder I hold up a shelter for you to hide under When the rain begins to fall and my shelter hits the ground Then I'm the one ,[chorus] I break down [verse] They say in the world to make it You've got to be strong Day after day gets harder  To hold on But sometimes I get sad And my smiles turn to frowns then it's my turn  [chorus] To break down [verse] When you reach out and cry to me I hold on internally But sometimes I get sad And my smiles turn to frowns then I'm the one [chorus] I break down,,,
Pete Ham,Dennis,[verse] Deeper waters flowed Recently it showed Tryin' to cover your head Tryin' to frighten you Tryin' to fight with you Really gettin' you scared But don't you worry you love of mine Pretty soon it will all be fine And we'll just go on  Higher hills to climb Climbin' all the time Tryin' to find a way through Fallin' down again on the ground again Wonderin' what you can do But don't you worry you love of ours They look like weeds but they're really flowers And they'll soon be gone  You won't stand up you won't sit down Your head's a mile above the ground And though we tend to scold you now I couldn't start to tell you how We couldn't start to tell you how There's just no way to say how much we love you  You little Dennis you You're full of new surprise Love you You little Dennis with the rascal in your eyes You're a prize  It could be bad it could be worse You're taking out your mother's purse And though you cried when you got told The money there was for the old To keep their dogs from getting cold The only thing that can't be sold is love  You little Dennis you You're full of new surprise Love you You little Dennis with the rascal in your eyes  Will you pick up your toys? Will you be a good boy? Will you please please?,[chorus] There's a way There's a way If you'll play If you'll stay There's a way through There's a way to take away blue Take away blue   There's a way There's a way If you'll play If you'll stay There's a way through There's a way to take away blue Take away blue [outro] There's a way There's a way If you'll play If you'll stay There's a way through There's a way to...,,,
Pete Ham,Just A Chance,,[chorus] Doesn't matter what you think I do All I wanna do is see it through You may say it's not a great romance But all I want from you is just a chance to try Any way at all Don't you think we know it has to hurt Are minds that small? [verse] I won't tell you if it's short or long All I know is that it don't feel wrong You may say it's not a great romance But all we want from you is just a chance to try Any way we can Don't you think we know it has to hurt Won't you understand? [chorus] Doesn't matter what you think I do All I wanna do is see it through You may say it's not a great romance But all I want from you is just a chance to try Any way we can Don't you think we know it has to hurt Won't you understand? [outro] Ooooooh Ooooooh Ooooooh Ooooooh,,,
Pete Ham,Know One Knows,,[chorus] No one knows it No one knows it No one knows it no No one knows how good I feel When you let it show [verse] Keep it coming keep it long Caress me with your body song Reach it higher with each sigh Knowing soon that we will fly [chorus] No one knows it No one knows it No one knows it no No one knows how good I feel When I see you glow  No one knows it No one knows it No one knows it no No one knows how good I feel When you let it flow  [verse] Keep it moving keep it bright And guide me with your body light Come in closer with each sigh Knowing soon that we will fly [chorus] No one knows No one knows No one knows No one knows how good I feel When you let it show No one knows No one knows how good I feel When you let it flow.) [verse] Keep on feeling keep it whole And lead me with your body soul Take me higher with each sigh Knowing you can make me fly [outro] No one knows it No one knows it No one knows it no No one knows how good I feel When I see you glow,[intro] No one knows it No one knows it No one knows it no No one knows how good I feel When I see you glow,,
Petri Walli,Alt-Land-Is,[verse] As the aksel of the planet (plan-et) was in its right Position straight all the planet was under stable Tropical climate. So was also Odenmaa at the north pole.  There lived the Asers who held the highest knowledge On earth with the ROT (root) -language. Outside Odenmaa lived the vaners in their ringlands.  Everybody paid respect to Per who due to the Breeding system was the allfather of all mankind (Everyone is a PER-SON)  Over 50 milj. 10000 years ago the aksel of the planet Shifted and caused the ice age when the ringlands Outside were covered by ice a period called,[chorus] Alt-land-is All land's ice  As the Gulf stream came to heat south Finland Odenmaa remained clear of ice and the Asers learned A new way of life  Agriculture and new animal species were created for Staying alive for 50 milj. years surrounded by huge Icebergs  As the ice started to melt and drown Odenmaa the Very few of them left took pairs of the animals with Them and sailed through a passage way melted by the Stream to Bockland an island outside of Sweden Later named Goatland (Gotland).  After staying there for a thousand years the Asers Headed back to Odenmaa except SVEN and DAN Who went to Sweden and Denmark to rehabite the ringlands.  During ALTLANDIS the Vaners developed into ten Different races mythologies and languages outside The icebergs  The Asers lived in Odenmaa again till the year 1050 When the crusader army sent by the Pope Destructed Odenmaa and created a new information System based on the written word not spoken as it Used to be [outro] This is a tiny part of a story that takes 20 years to tell Two hours a day brought to us as family tradition by The last Aser since 1984 according to the saga 10 000 years after the end of the ice age.,[intro] Long time ago before the ice age people lived in Perfect harmony with the nature in a system that didn't Give possibility for overpopulation,,
Petri Walli,Another Piece of Cake,[verse] In all headlines of the day N'wonder what these papers want to say With news that only take you away From your own thoughts in new taxes to pay As long as these people don't smile All these news are just a waste of time So no use for you to hesitate 'cause in the end you're just another piece of cake,[chorus] The wounds that bother you in the past Will follow you as long as you let them last They were all just lessons for today N'if you don't learn I'm sure they'll come again We cannot move forwards if we're stuck in this Madness of bringing yesterday in today N'it's all just a question of putting it all together And taking it as a lesson for today So no use for you to hesitate 'cause in the end you're just another piece of cake [outro] No don't hesitate ... 'cause in the end you're just another piece of cake  And when the King's tone starts to speak Don't fear you're just about to get the key,,,
Petri Walli,For All Mankind,[verse] We all know this worlds' going through some big changes It gets to the point where all phenomenon seem crazy People start looking for ways to live outside From the system that makes them all so blind Some try to find new fields to explore from outside Their heads some go in there and find that The richness of life is so easy to multiply Just by throwing away all the thoughts that keep us From learning to know the personality That lives inside us And tries to come out But facing it is the key to unwind From closing yourself as the surroundings provide,"[chorus] Look out world it's time to die No more crying with my mind Some of us have seen the sign The promise of a balanced time When we'll sing no lullabies And all of us have got real eyes The shamen seeds for all mankind [verse] One day we will say goodbye To all of them who live the time No more need to compromise No more questions: ""tell me why"" This balanced heart needs no disguise But shamen seeds for all mankind The shamen seeds for all mankind",,,
Petri Walli,Have You Seen the Pygmi-Mies,,,,,"Try to work across the fields to touch the trees behind it Something made me go there and while I just had to find it The ground was very sinking so I figured I'd lay down Close my eyes and felt the mud Right under my back bone  A toad with such a smell they woke me up and asked me friendly: Have you seen the sandman see I haven't slept for ten days - ""No I haven't seen him but have you asked the pygmies? They gave me herbs to cure me out now I see some weird things ..""  Let's go see the tiny folks when the moon is shining Meet you there across the crane I think I must be dying ""Have you touched the trees across the fields?"" they were all smiling - ""Go back there and touch the trees if you still can find there .."""
Petri Walli,"I'm the King, I'm the Sun",,,,,"Every morning the Sun goes up n' tells you : ""Just do it boy No matter what you're up to I'm telling you just do it boy""  ""I'll take care o' things up here So you don't take the other way I'm your captain relief I give light And I let you play""  ""When I hear you giving the weep: Shine on me I won't compromize Praying won't take you that deep You need real eyes to realize:  It's that smile on your face That gives space and I hear you call  I'll give light in your eyes make you shine take you To your goal""  Could it be so that all the answers are there  All it takes is the peace to hear what it says  ""Circumstances are something you just can't Avoid but it's that first step you take and you're On your way boy It's a question of faith will you keep going on I'll give light on your way I'm the King I'm the Sun""   ""It's all just laws of nature anyway Theirshersours Yourshis as mine""  ""Smile go on and smile"""
Petri Walli,Party Goes On,,,,,"Yesterday was such a fine day for me to live Yesterday everything was in my head in one peace I had my time to lie down and just to wonder 'round I had my time to go into the system of sounds And I think it over  No one can keep this time from running out No one can keep this time from running out It's meant to be tasted the party goes on  One day I'll finish everything that I have begun One day I'll explain h yes and you will understand Work now and rest later rest now and work later on? One day is someday but now I will have to go on Before it's over  ""Life is a party isn't it my friend Or what do you think? Are we here just fooling each other or Are we giving good entertainment for each other What do you think ?  It's a big big big adventure and it's getting to be so Groovy just lay it all out It's all there you know it's hiding inside of you and if You are keeping it hidden there...or what do you think   And we're all in it together so don't spoil it with your Stupid atmosphere.. And you're the only one* to blame you know .. or what do you think .... or do you stink?""  In the mirrorland  The word is the game and the game is the word The word is the sword to make the worlds law  The s in the word makes the word a sword And the S in the sword makes the world fall  The word with the s makes the wordsorder To use the wordsword in the s-order  The L in the word makes the worldsorder Cauze the L is the law from the wordholder  The law of the s makes the word a sword The sword without the s makes the worldwar     Embed MORE ON GENIUS"
Petri Walli,Take You to Sweet Harmony,,,,,As I hear you complain 'bout your life makes me Wonder if you'll get love tonight You have chosen everything I say all the time You had the alternate way Everything's wrapped together it seems all the Rights and resposabilites It's just a matter of your own attitude If you feel allright I know you look cute Everything is so fine it could be Don't let your mind take you in misery All the feelings you're not so much pleased They're just to take you to sweet harmony
Petri Walli,The Real Thing,,,,,
Petri Walli,Time,,,,,
Petri Walli,Welcome to the Mirrorland,,,,,[intr]Welcome to the mirrorland where we all Understand the time is now and around is just Memories and premises So live now or to live outside the present time Present that's nice when you give you allways get Back but when you take...? The mirrorland It's got lessons and lessons and prizes in Between The mirrorland It's got history and it's got his story In the mirrorland As we pile now the things we used to feel before We get close to his presence who tells where to Go it's that first sound you get before you think About it at all Afet that comes the one(*) that's reduced and it's Gone Could it be so that all the answers are there All it takes is the peace to hear what it says
Phil Ochs,Chords Of Fame,[verse] I found him by the stage last night -- he was breathing his last breath A bottle of wine and a cigarette was all that he had left I can see you make music 'cause you carry a guitar God help the troubadour who tries to be a star,[chorus] So play the chords of love my friend play the chords of pain If you want to keep your song Don't don't don't don't play the chords of fame [verse] I seen my share of hustlers as they try to take the world When they find their melody they're surrounded by the girls But it all fades so quickly like a sunny summer day Reporters ask you questions they write down what you say [chorus] So play the chords of love my friend play the chords of pain If you want to keep your song Don't don't don't don't play the chords of fame [verse] They'll rob you of your innocence they will put you up for sale The more that you will find success the more that you will fail I been around I've had my share and I really can't complain But I wonder who I left behind the other side of fame [chorus] So play the chords of love my friend play the chords of pain If you want to keep your song Don't don't don't don't play the chords of fame,,,
Phil Ochs,I Ain't Marching Anymore,[verse] Oh I marched to the battle of New Orleans At the end of the early British war The young land started growing The young blood started flowing But I ain't marching anymore,[chorus] For I've killed my share of Indians In a thousand different fights I was there at the Little Big Horn I heard many men lying I saw many more dying But I ain't marching anymore [bridge] It's always the old to lead us to the war It's always the young to fall Now look at all we've won with the saber and the gun Tell me is it worth it all [chorus] For I stole California from the Mexican land Fought in the bloody Civil War Yes I even killed my brothers And so many others But I ain't marching anymore  For I marched to the battles of the German trench In a war that was bound to end all wars Oh I must have killed a million men And now they want me back again But I ain't marching anymore  [verse] It's always the old to lead us to the war It's always the young to fall Now look at all we've won with the saber and the gun Tell me is it worth it all [chorus] For I flew the final mission in the Japanese sky Set off the mighty mushroom roar When I saw the cities burning I knew that I was learning That I ain't marching anymore [outro] Now the labor leader's screamin' When they close the missile plants United Fruit screams at the Cuban shore Call it Peace or call it Treason Call it Love or call it Reason But I ain't marching anymore No I ain't marching anymore,,,
Phil Ochs,Tape From California,,,,,Who's that coming down the road A sailor from the sea He looks a lot like me I'd know him anywhere had to stare  Feathers at his fingertips A halo 'round his spine He must have lost his mind He should be put away right away In the corner of the night He handed me his waterpipe His eyes were searching deep inside my head  Here's what he said Sorry I can't stop and talk now I'm in kind of a hurry anyhow But I'll send you a tape from California  New York city has exploded and it's crashed upon my head I dove beneath the bed Fighting biting nails turning pale The landlord's at my window And the burglar's at my door I can't take it anymore I guess I'll have to fly it's worth a try Someone's banging on the wall But there's no party to recall The singer of the shadows of his soul So he's been told Sorry I can't stop and talk now I'm in kind of a hurry anyhow But I'll send you a tape from California   From the mirror of my mantle to the velvet on my bed Trapped upon a stolen stage a Barrymore at best(?) My rhymes are all repeating ballads growing blind Words have turned to water the women turned to wine  The draft board is debating if they'd like to take my life I'd sooner take a wife and have raise a child or two Wouldn't you? Peace has turned to poison The flag has blown a fuse Even courage is confused And now all the brave are in the grave Century is bending(?) Have a very happy ending To the victor go the ashes of the spoil Seeds in the soil Sorry I can't stop and talk now I'm in kind of a hurry anyhow But I'll send you a tape from California  The flower-power fuller brush man Is farming out his friends I stabbed him with my stem And then I tapped his toes with my rose He crawled around inside himself Now he's crawling after me Dropping acid in my tea He wants to save his soul Rock and roll One of us must understand It's not the drug that makes the man Then a poster of a movie star walked by He must have been high Sorry I can't stop and talk now I'm in kind of a hurry anyhow But I'll send you a tape from California   Half the world is crazy and the other half is scared Maddonas do the minuet for the naked millionaires The anarchists are rising while we're racing for the moon It doesn't take a seer to see that the scene is coming soon  So who's that coming down the road A sailor from the sea He looks a lot like me I'd know him anywhere Had to stare A fire around his fingertips A song around his spine He must have found his mind He should be put away Anyway Surrounded by the slaughter Now I'm boarding(?) at the border When the echoes of my ecstacy appear Wish I was here Sorry I can't stop and talk now I'm in kind of a hurry anyhow But I'll send you a tape from California
Phil Ochs,The Pleasures of the Harbor,,,,,And the ship sets the sail They've lived the tale To carry to the shore Straining at the oars Or staring from the rail  And the sea bids farewell She waves in swells And sends them on their way Time has been her pay And time will have to tell  Oh soon your Sailing will be over Come and take The pleasures of the harbor  And the anchor hits the sand The hungry hands Have tied them to the port The hour will be short For leisure on the land  And the girls scent the air They seem so fair With paint on their face Soft is their embrace To lead them up the stairs   Soon your Sailing will be over Come and take The pleasures of the harbor  In the room dark and dim Touch of skin He asks her of her name She answers with no shame And not a sense of sin  'Til the fingers draw the blinds Sip of wine The cigarette of doubt The candle is blown out The darkness is so kind  Oh soon your Sailing will be over Come and take The pleasures of the harbor  And the shadows frame the light Same old sight Thrill has blown away Now all alone they lay Two strangers in the night   Till his heart skips a beat He's on his feet To shipmates he must join She's counting up the coins He's swallowed by the street  Oh soon your Sailing will be over Come and take The pleasures of the harbor  In the bar hangs a cloud The whiskey's loud There's laughter in their eyes The lonely in disguise Are clinging to the crowd  And the bottle fills the glass The haze is fast He's trembling for the taste Of passion gone to waste In memories of the past  Oh soon your Sailing will be over Come and take The pleasures of the harbor   In the alley red with rain Cry of pain For love was but a smile Teasing all the while Now dancing down the drain  'Til the boys reach the dock They gently mock And lift him on their backs Lay him on his rack And leave beneath the light  Oh soon your Sailing will be over Come and take The pleasures of the harbor  And the ship sets the sail They've lived the tale To carry from the shore Straining at the oars Or staring from the rail  And the sea bids farewell She waves in swells And sends them on their way Time has been her pay And time will have to tell  Oh soon your Sailing will be over Come and take The pleasures of the harbor
Stevie Plunder,End of Your World,,,,,The light from the street it comes Filtering through your room Just another night just another dream you're putting yourself into  And outside the streets are bare without a care as if no-one Dares to make a sound I said well ain't that the way That you like it  Well I know with all the plans we had it was gonna be hard to succeed But harder than any of that is sitting here watching you bleed  You're on a plane to the end of your world You're going down down down It's one hell of a way to go out  Yeah and all around it's comin' down You feel the winter it's setting in Well the leaves they now fill the gutters The trees just branches in the wind  And into an empty room my eyes they're open wide To try to find something that was inside To take the place of what was left behind  You're on a plane to the end of your world You're going down down down It's one hell of a way to go out   Well you know it's so quiet here It's like a country town Where all the drama's gone It's left far behind and now there's only piece of mind  You never thought it was a crime To be so sad and lonely But now you're down down down It's one hell of a way to go out Out with a bang
Stevie Plunder,Follw My Own Tracks,,,,,It's getting harder to decide On which way I should go Should I let myself down fast? I don't think I wanna know  It's over-said but understated just how hard it can be Hey I think I've seen this road before And it's so hard to believe I'd be back this way again after I told myself to leave  You never said that it was gonna be easy But I didn't know just how hard it would be  I go 'round and 'round I'm lost and found I'm never happy in the middle I've gotta be up or down Just when I think that I've found level ground I turn around and destroy all of the life I've found  Well self-destruction's kinda dumb But if you do it well You can find heaven if you can handle hell It's all part of understanding just how strange life can be Living a lie becomes so easy but now I just want to be free   I feel inside out never thought I'd doubt my ability to work it all out Going forward to fall back Working hard to relax I never thought that I would be following my own tracks It's going 'round It's going 'round It's going 'round
Stevie Plunder,Hollow Log,,,,,Inside a hollow log a rabbit makes its home It burrows deep inside it's sheltered from the storm And when the rain has stopped The rabbit gets the urge to hop And hops and hops and hops and hops  He loves the city lights the circus and the sound He loves the buildings and the holes in the ground He plays and bounces 'round until he sees The moon go down Then back home again he hops  Oh hollow log hollow log He loves his hollow log Living on his own No hot water and no telephone  Now two years later he has a family He and his pretty wife a sprout of thirty three They're all gathered 'round Listening to the sound Of the rain falling on their...  Hollow log hollow log They love their hollow log Living in harmony Ma and pa and - 1 2 3 4 5 6 - thirty three
Stevie Plunder,Pass the Flagon,,,,,Look at the moon above our heads Oh the night is old but it's not dead Let's talk of things that we used to do 'Cause the future looks too bleak  My body's floatin' up in the stars The alcohol seems to cleanse the scars As another bottle hits the ground I feel as empty as it sounds  So pass the flagon down the line It don't taste bad for such cheap wine And now the only thing left to forget Is that picture of her  Well I awake and everything's bright Oh my eyes they can't adjust To the morning light My body's achin' with the cold I feel about a hundred years old So I stagger down to the D.S.S To try to get myself a counter cheque But an hour in line's an hour of wasted time And I want to break their necks  You see my wife she couldn't stand the pain Left one morning on the evening train And now the only thing left to forget Is that picture of her   You see my dad was one too you know He couldn't forget I don't feel proud following his footsteps Although the backs of his feet Are just a memory From sometime long ago  Getting' back to the park again Johnny borrowed some money off a friend And we washed down the morning with Some port and curled up in the shade  You see my job was boring So I got the sack Spent the next twelve years on my back And the mortgages came and Sucked my house down the drain Now those four winds they blow All around me  You see my wife She couldn't stand the smell Left me here to rot in hell And now the only thing left to forget Is that picture of her
Stevie Plunder,Shining,,,,,I can see it shinin' It's coming for me comin' out of the night Everything is hummin' it's scarin' me now It ain't feelin' right  Think I might just hide a while wait for the night to return Dark and cold and lonely Is how I feel and it feels nice Don't want any company it just wouldn't feel right  I used to be so happy I could smile And everything seemed to work out Now my eyes are starting to close down I can see you again in my dreams You're starring my lost and lonely friend  We used to have such good times Why did you leave before our time was through?  Everything looks pretty we're far from the city And I'm holding you in my arms You feel so alive and so do I Isn't it a pity that soon I'll wake and soon I'll cry  I can't stop reminiscing about what is missing in my life I'm scared of everything I got nothing to hold onto If I believed in God then maybe I could give myself up too   But I'm not too sure about the after-life So I'm just gonna go on dreamin' of you
Stevie Plunder,You don't even know my name,,,,,I've been watchin' you For so long now You know I feel just A little ashamed You know I follow you Wherever you go Hoping one day Things might change  Maybe someday you will notice me And this won't be just a game  You know I've seen every show You've ever done You don't even know my name You don't even know my name  Maybe Monday hopefully someday Yeah all my luck will change 'Til then I'll just follow you Wherever you go You don't even know my name You don't even know my name
Stone Temple Pilots,Black Heart,[verse] Black heart's coming he ’s a cold machine Cuts like a knife gentle and clean Face like an angel mind of a killer Nobody else going to love her better  [bridge] Lay down now stay down Took her life with a quick pull trigger ,[chorus] (Yeah yeah yeah) Well I don't mind I don't mind (Yeah yeah yeah) Said I don't mind if you don't mind The color is all but faded Out of a dead man's eyes Down to his blackened heart  [verse] Black heart's kicking like a beating drum Shooting her down the sound of his gun No compassion hard as an assassin Falling deeper still in that reckless fashion  [bridge] Lay down now stay down Deeper and deeper with a blind man's passion   [chorus] (Yeah yeah yeah) Well I don’t mind I don’t mind (Yeah yeah yeah) Said I don’t mind if you don’t mind The color is all but faded Out of a dead man's eyes Down to his blackened heart  [bridge] Rescue me (If you don’t mind) Rescue me (If you don’t mind) Rescue me (If you don’t mind)  [chorus] If you don't mind The color is all but faded Out of a dead man's eyes Down to his blackened heart (Yeah yeah yeah) (Yeah yeah yeah),,,
Stone Temple Pilots,Cry cry,[verse] Forgive the promise that is never kept The wasted life that you have left So sell your soul and put it on display Echoing the debts that can’t be paid Breathe in let go The undertow Will pull you in and throw you out of time The shadow’s playing tricks on your broken mind Tears will not cure the pain ,[chorus] Cry cry can’t say no Nothing cures a craving Yeah yeah Cry cry it’s all a show Just a game you’re playing Yeah yeah yeah  [verse] Yesterday is lost again Collect the hours suffering in vein So hold on tight watch the embers glow The ashes fly away out of your control Breath in let go The undertow Will pull you in and throw you out of time The shadow’s playing tricks on your broken mind Tears will not cure the pain   [chorus] Cry cry can’t say no Nothing cures a craving Yeah yeah Cry cry it’s all a show Just a game you’re playing Yeah yeah yeah Cry cry can’t say no Nothing cures a craving Yeah yeah Cry cry it’s all a show Just a game you’re playing Yeah yeah yeah  [outro] Cry cry can’t say no Nothing cures a craving Yeah yeah Cry cry it’s all a show Just a game you’re playing Yeah yeah,,,
Stone Temple Pilots,Halfway Right,[verse] I scream at myself when there's nobody else to fight I don't lose I don't win if I'm wrong then I'm halfway right Used to get high with the dead end kids Abandoned houses where the shadows lived I never been higher than I was that night I woke up driving my car I couldn't see then what I see right now The road dissolving like an empty vow Couldn't remember where I'd been that night I knew I took it too far  [bridge] All you said to do was slow down I remember now I remember All you said to do was slow down But I was already gone ,"[chorus] I scream at myself when there's nobody else to fight I don't lose I don't win if I'm wrong then I'm halfway right I know what I want but it feels like I'm paralyzed I don't lose I don't win if I'm wrong then I'm halfway right (halfway right)  [verse] Told me ""Kid you're going way too fast You burn too bright you know you'll never last"" It was bullshit then I guess it makes sense now I woke up driving my car Said I'd lose you if I lost control I just laughed because what do they know? Here I am standing all alone Because I took it too far   [bridge] All you said to do was slow down I remember now I remember All you said to do was slow down But I was already gone  [chorus] I scream at myself when there's nobody else to fight I don't lose I don't win if I'm wrong then I'm halfway right I know what I want but it feels like I'm paralyzed I don't lose I don't win if I'm wrong then I'm halfway right  halfway right  [bridge] Na na na na na na na na Nana nana na nana nana Na na na na na na na na But I was already gone  [outro] I scream at myself when there's nobody else to fight I don't lose I don't win if I'm wrong then I'm halfway right Na na na na na na na na Nana nana na nana nana Na na na na na na na na But I was already gone I scream at myself when there's nobody else to fight I don't lose I don't win if I'm wrong then I'm halfway right",,,
Stone Temple Pilots,Heavy,[verse] I don’t like my mind right now Stacking up problems that are so unnecessary Wish that I could slow things down I wanna let go but there’s comfort in the panic And I drive myself crazy Thinking everything's about me Yeah I drive myself crazy 'Cause I can’t escape the gravity ,[chorus] I'm holding on Why is everything so heavy? Holding on So much more than I can carry I keep dragging around what's bringing me down If I just let go I'd be set free Holding on Why is everything so heavy?  [verse] You say that I'm paranoid But I’m pretty sure the world is out to get me It’s not like I make the choice To let my mind stay so fucking messy I know I'm not the center of the universe But you keep spinning 'round me just the same I know I'm not the center of the universe But you keep spinning 'round me just the same   [chorus] I'm holding on Why is everything so heavy? Holding on So much more than I can carry I keep dragging around what's bringing me down If I just let go I'd be set free Holding on Why is everything so heavy?  [bridge] I know I'm not the center of the universe But you keep spinning 'round me just the same I know I'm not the center of the universe But you keep spinning 'round me just the same And I drive myself crazy Thinking everything’s about me  [chorus] Holding on Why is everything so heavy? Holding on So much more than I can carry I keep dragging around what's bringing me down If I just let go I'd be set free Holding on Why is everything so heavy? Why is everything so heavy? Why is everything so heavy?,,,
Stone Temple Pilots,Out of time,[verse] Longing is the animal inside you when you bleed Suffering is critical in finding what you need Deliverance is evidence there’s more than what you say Pain is there the moment that you wake up from your dreams ,[chorus] Oh I know you can’t tithe Oh when you look inside yourself You've got to cross that line Yeah you’re running out of time  [verse] Loneliness is beautiful it leads you home again Happiness is overrated joy is infinite Liberate the hate you feel before it’s permanent Smile when it hurts it works like mother’s medicine  [chorus] Oh I know you can’t tithe Oh when you look inside yourself You've got to cross that line Yeah you’re running out of time  [bridge] You've got to learn your lesson to see what you've been missing You've got to cross that line  [chorus] Yeah you've got to look inside Yeah it’s time that you decide Yeah you've got to cross that line Yeah you're running out of time,,,
Stone Temple Pilots,Same On The Inside,[verse] Sending out a message to the world But I just can't seem to find the words No one wants to die alone Broken and insane Question every last decision Another empty page ,[chorus] Do you know the answers? Tell me I find my happy ending When do we start pretending that We're all the same on the inside  [verse] Wanting what I know won't satisfy Just to live this need to live a lie Never meant to run away Jumping out the train My cage was built on good intentions Running every page  [chorus] Do you know the answers? Tell me I find my happy ending When do we start pretending that We're all the same on the inside [bridge] All the same on the inside All the same on the inside  [chorus] All the same on the inside  [outro] All the same on the inside We're all the same on the inside [x2] Yeah we're all the same on the inside,,,
Stone Temple Pilots,Tomorrow,[verse] These endless days are wait for me Tearing my heart that breaks for you I'm coming home tomorrow Though you're not lying next to me I hear your song that calls to me I'm coming home tomorrow Back in your arms ,[chorus] Tomorrow's just a dream I can't detain It's like a fall I can't contain And though it seems so far away It's just a day a lonely day away  [verse] The summer's gone and I can see The season's end is set me free I'm coming home tomorrow Back in your arms  [chorus] Tomorrow's just a dream I can't detain It's like a fall I can't contain And though it seems so far away It's just a day a lonely day away [bridge] Tomorrow I'm coming home Tomorrow I'm coming home I'm so tired and so alone [chorus] It's like a dream I can't detain It's like a fall I can't contain And though it seems so far away It's just a day a lonely day away,,,
Stuart Adamson,Learn to Row,,,,,(One two three four) You could smell the sea on his working clothes I'd take his rough hands and I wouldn't let go Son if ships don't sail then our table's bare And I'm not alone out there Got to grow up fast when you don't have a choice When the table's bare and there's no father's voice Smell his working clothes on the cold salt air And I'm not alone out there No I'm not alone out there  We are cast adrift on an endless storm Many dreams will come and wash overboard But we will not mourn what we have not lost We will learn to row with the oars We have got For the waves may die but the sea remains Nets disappear in the deep again Lifting life for all to share And we're not alone out there We are not alone out there  We are cast adrift on an endless storm Many dreams will come and wash overboard But we will not mourn what we have not lost We will learn to row with the oars We are cast adrift (We cast adrift) On an endless storm (On the storm) Many dreams will come and wash overboard (Many dreams) But we will not mourn (We will not mourn) What we have not lost We will learn to row with the oars We have got We will learn to row with those oars We will learn to row ooh We will learn to row with the oars we've got
Stuart Adamson,Old Country Country,,,,,One two three four) Back on the coast of Wales to trace my people I came upon a tombstone with my name And as I lay down my rose I knew I was not alone Red hair and green eyes were watchin' me She took me to her home to play her sweet music And sitting by her fire I took her in She was singin' soft and low I heard an echo in my soul Like something I had left here a long time ago  In the old country Fiddle and a fife Songs about love songs about life In the old country country Like the blood in my veins Thunder in the meadow Like the lightning on the plains On the plains She took me by the hand to see the great churches And the taverns where the old men sit and lie And it warmed me to my bones Like a photograph of home That some things are the same No matter where you go  In the old country Fiddle and a fife Songs about love songs about life In the old country country Like the blood in my veins Thunder in the meadow Lightning on the plains On the plains Li li li la la la li li li li li li Li li li la la la li li li li li li  In the old country Fiddle and a fife Songs about love songs about life In the old country country Like the blood in my veins Thunder in the meadow Lightning on the plains
Stuart Adamson,Private Battlefield,,,,,Put down all of my defense I gave myself without pretence You were sharpening your words for the offence I am caught in friendly fire Hanging here on your barbed wire In surrender to the cause of your desire  If making love is making war I wonder who I'm fighting for But my wounds will heal on our private battlefield I thought that you were on my side Now I need a place to hide 'Till the dust has cleared on our private battlefield La da da da  There's the dream and there's the truth There's a question and the proof Time to fight time to lie down and call a truce We all believe we have a cause We put our trust in faith and law 'Till we find out in the end that no one wins but...  Making love is making war I wonder who I'm fighting for But my wounds will heal on our private battlefield I thought that you were on my side Now I need a place to hide 'Till the dust has cleared on our private battlefield La da da mmm There's no use in me pretending I'm not scared You caught me cold and unaware But I pray someday that peace may reign On our private battlefield  If making love is making war I wonder who I'm fighting for But my wounds will heal on our private battlefield I thought that you were on my side Now I need a place to hide 'Till the dust has cleared on our private battlefield La da da da
Stuart Adamson,Shattered Cross,,,,,You don't mess around with a man in black You say something wrong that you can't take back You go for a ride in his automobile The spot in the woods just over the hill No you don't mess around with a man in black You don't fool around with a woman in red You wake up alone in a cold barren bed She'll empty your pockets and rip out your heart And leave you with ruins of a life torn apart No you don't fool around with a woman in red You never make deals with a guy named Doc You'll have a gun in your hands by 12 o'clock And if the sodium lights with your heart in your throat Your life won't amount to a bottle of smoke No you never make deals with a guy named doc  Don't bring me your tales of temptation and loss The rags of your dreams your shattered cross I've heard your confession I know who you blame If you had it all back you'd just lose it again You can bank on redemption if you're insane So don't bring me your tales of temptation and loss Oh don't bring me the pieces of your shattered cross
